	category_1	city_1	category_2	city_2	category_3	city_3	category_4	city_4	category_5	city_5
2591	Religious	Makkah								
2592	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
2593	Tourism Attractions/ Sites	Yanbu								
2594	Accommodation	Makkah								
2595	Accommodation	Makkah								
2596	Tourism Attractions/ Sites	Abha								
2597	Retail	Jizan								
2598	Tourism Attractions/ Sites	Madinah								
2599	Tourism Attractions/ Sites	Al Baha								
2600	Accommodation	Makkah								
2601	Tourism Attractions/ Sites	Yanbu								
2602	Tourism Attractions/ Sites	Khobar								
2603	Tourism Attractions/ Sites	Madinah								
2604	Tourism Attractions/ Sites	Jizan								
2605	Tourism Attractions/ Sites	Abha								
2606	Accommodation	Madinah								
2607	Tourism Attractions/ Sites	Al Baha								
2608	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2609	Tourism Attractions/ Sites	Abha								
2610	Tourism Attractions/ Sites	Madinah								
2611	Tourism Attractions/ Sites	Tanomah								
2612	Tourism Attractions/ Sites	Taif								
2613	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2614	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
2615	Tourism Attractions/ Sites	Al Ahsa								
2616	Tourism Attractions/ Sites	Al Baha								
2617	Tourism Attractions/ Sites	Abha								
2618	Tourism Attractions/ Sites	Taif								
2619	Food & Beverage	Tabuk								
2620	Tourism Attractions/ Sites	Abha								
2621	Tourism Attractions/ Sites	Taif								
2622	Tourism Attractions/ Sites	Abha								
2623	Food & Beverage	Dammam								
2624	Accommodation	Makkah								
2625	Tourism Attractions/ Sites	Taif								
2626	Tourism Attractions/ Sites	Umluj								
2627	Accommodation	Madinah								
2628	Tourism Attractions/ Sites	Al Baha								
2629	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2630	Tourism Attractions/ Sites	Taif								
2631	Tourism Attractions/ Sites	Madinah								
2632	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
2633	Tourism Attractions/ Sites	Madinah								
2634	Tourism Attractions/ Sites	Madinah								
2635	Tourism Attractions/ Sites	Sakaka / AlJouf								
2636	Tourism Attractions/ Sites	Tanomah								
2637	Tourism Attractions/ Sites	Madinah								
2638	Tourism Attractions/ Sites	Taif								
2639	Tourism Attractions/ Sites	Madinah								
2640	Tourism Attractions/ Sites	Tabuk								
2641	Accommodation	Jeddah								
2642	Tourism Attractions/ Sites	Tabuk								
2643	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
2644	Accommodation	Taif								
2645	Accommodation	Abha								
2646	Tourism Attractions/ Sites	Abha								
2647	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
2648	Tourism Attractions/ Sites	Yanbu								
2649	Tourism Attractions/ Sites	Al Baha								
2650	Tourism Attractions/ Sites	Al Namas								
2651	Tourism Attractions/ Sites	Tanomah								
2652	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
2653	Tourism Attractions/ Sites	Al Namas								
2654	Tourism Attractions/ Sites	Abha								
2655	Tourism Attractions/ Sites	Jizan								
2656	Tourism Attractions/ Sites	Taif								
2657	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
2658	Tourism Attractions/ Sites	Yanbu								
2659	Retail	Jeddah								
2660	Tourism Attractions/ Sites	Abha								
2661	Tourism Attractions/ Sites	Abha								
2662	Tourism Attractions/ Sites	Yanbu								
2663	Tourism Attractions/ Sites	Tanomah								
2664	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
2665	Tourism Attractions/ Sites	Tabuk								
2666	Accommodation	Al Ahsa								
2667	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
2668	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2669	Accommodation	Makkah								
2670	Tourism Attractions/ Sites	Taif								
2671	Tourism Attractions/ Sites	Tabuk								
2672	Tourism Attractions/ Sites	Al Baha								
2673	Tourism Attractions/ Sites	Yanbu								
2674	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
2675	Accommodation	Jeddah								
2676	Accommodation	Jeddah	Tourism Attractions/ Sites	Jeddah	Tourism Attractions/ Sites	Makkah				
2677	Tourism Attractions/ Sites	Taif								
2678	Tourism Attractions/ Sites	Umluj								
2679	Tourism Attractions/ Sites	Madinah								
2680	Accommodation	Jeddah								
2681	Food & Beverage	Al Baha								
2682	Tourism Attractions/ Sites	Madinah								
2683	Tourism Attractions/ Sites	Jizan								
2684	Tourism Attractions/ Sites	Abha								
2685	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2686	Tourism Attractions/ Sites	Abha								
2687	Food & Beverage	Tabuk								
2688	Tourism Attractions/ Sites	Umluj								
2689	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
2690	Accommodation	Makkah								
2691	Tourism Attractions/ Sites	Abha								
2692	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
2693	Tourism Attractions/ Sites	Madinah								
2694	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
2695	Tourism Attractions/ Sites	Abha								
2696	Accommodation	Madinah								
2697	Tourism Attractions/ Sites	Abha								
2698	Tourism Attractions/ Sites	Madinah								
2699	Tourism Attractions/ Sites	Umluj								
2700	Tourism Attractions/ Sites	Taif								
2701	Tourism Attractions/ Sites	Madinah	Retail	Madinah	Retail	Riyadh				
2702	Tourism Attractions/ Sites	Al Namas								
2703	Tourism Attractions/ Sites	Jizan								
2704	Tourism Attractions/ Sites	Al Namas								
2705	Tourism Attractions/ Sites	Tabuk								
2706	Tourism Attractions/ Sites	KAEC								
2707	Tourism Attractions/ Sites	Yanbu								
2708	Food & Beverage	Tabuk								
2709	Tourism Attractions/ Sites	Jizan								
2710	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
2711	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
2712	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
2713	Tourism Attractions/ Sites	Madinah								
2714	Tourism Attractions/ Sites	Taif								
2715	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
2716	Tourism Attractions/ Sites	Khobar								
2717	Tourism Attractions/ Sites	Umluj								
2718	Tourism Attractions/ Sites	Madinah								
2719	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
2720	Tourism Attractions/ Sites	Taif								
2721	Accommodation	Jeddah								
2722	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
2723	Tourism Attractions/ Sites	Madinah								
2724	Accommodation	Jeddah	Tourism Attractions/ Sites	Jeddah	Tourism Attractions/ Sites	Makkah				
2725	Food & Beverage	Madinah								
2726	Tourism Attractions/ Sites	Madinah								
2727	Tourism Attractions/ Sites	Tabuk								
2728	Tourism Attractions/ Sites	Yanbu								
2729	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
2730	Tourism Attractions/ Sites	Abha								
2731	Tourism Attractions/ Sites	Taif								
2732	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
2733	Accommodation	Madinah								
2734	Tourism Attractions/ Sites	Al Baha								
2735	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
2736	Food & Beverage	Al Ahsa	Religious	Al Ahsa						
2737	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2738	Tourism Attractions/ Sites	Tanomah								
2739	Food & Beverage	Tabuk								
2740	Tourism Attractions/ Sites	KAEC								
2741	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
2742	Tourism Attractions/ Sites	Madinah								
2743	Tourism Attractions/ Sites	Tanomah								
2744	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
2745	Tourism Attractions/ Sites	Taif								
2746	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
2747	Tourism Attractions/ Sites	Umluj								
2748	Accommodation	Madinah								
2749	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
2750	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
2751	Tourism Attractions/ Sites	Madinah								
2752	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
2753	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
2754	Tourism Attractions/ Sites	Yanbu								
2755	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2756	Tourism Attractions/ Sites	Al Ahsa								
2757	Tourism Attractions/ Sites	Taif								
2758	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
2759	Tourism Attractions/ Sites	Abha								
2760	Tourism Attractions/ Sites	Abha								
2761	Tourism Attractions/ Sites	Al Namas								
2762	Tourism Attractions/ Sites	Tabuk								
2763	Retail	Jeddah								
2764	Tourism Attractions/ Sites	Abha								
2765	Religious	Makkah	Accommodation	Makkah						
2766	Tourism Attractions/ Sites	Al Baha								
2767	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
2768	Tourism Attractions/ Sites	Abha								
2769	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
2770	Tourism Attractions/ Sites	Abha								
2771	Tourism Attractions/ Sites	Madinah								
2772	Tourism Attractions/ Sites	Madinah								
2773	Tourism Attractions/ Sites	Madinah								
2774	Tourism Attractions/ Sites	Madinah								
2775	Tourism Attractions/ Sites	Jizan								
2776	Accommodation	Makkah								
2777	Tourism Attractions/ Sites	Tabuk								
2778	Tourism Attractions/ Sites	Khobar								
2779	Tourism Attractions/ Sites	Taif								
2780	Food & Beverage	Madinah								
2781	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
2782	Tourism Attractions/ Sites	Al Namas								
2783	Tourism Attractions/ Sites	Khobar								
2784	Tourism Attractions/ Sites	Abha								
2785	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
2786	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
2787	Retail	Jeddah								
2788	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
2789	Tourism Attractions/ Sites	Yanbu								
2790	Tourism Attractions/ Sites	Taif								
2791	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
2792	Tourism Attractions/ Sites	Tanomah								
2793	Tourism Attractions/ Sites	Abha								
2794	Tourism Attractions/ Sites	Umluj								
2795	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2796	Tourism Attractions/ Sites	Al Namas								
2797	Tourism Attractions/ Sites	Jizan								
2798	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
2799	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
2800	Tourism Attractions/ Sites	Abha								
2801	Accommodation	Jeddah								
2802	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
2803	Tourism Attractions/ Sites	Tabuk								
2804	Tourism Attractions/ Sites	Taif								
2805	Tourism Attractions/ Sites	Madinah								
2806	Tourism Attractions/ Sites	KAEC								
2807	Tourism Attractions/ Sites	Taif								
2808	Accommodation	Riyadh	Food & Beverage	Riyadh						
2809	Tourism Attractions/ Sites	Madinah								
2810	Tourism Attractions/ Sites	Tanomah								
2811	Tourism Attractions/ Sites	Al Ahsa								
2812	Tourism Attractions/ Sites	Madinah								
2813	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
2814	Tourism Attractions/ Sites	Tabuk								
2815	Tourism Attractions/ Sites	Madinah								
2816	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
2817	Tourism Attractions/ Sites	Al Namas								
2818	Tourism Attractions/ Sites	Abha								
2819	Tourism Attractions/ Sites	Jizan								
2820	Tourism Attractions/ Sites	Abha								
2821	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2822	Tourism Attractions/ Sites	Khobar								
2823	Tourism Attractions/ Sites	Sakaka / AlJouf								
2824	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
2825	Tourism Attractions/ Sites	Al Baha								
2826	Tourism Attractions/ Sites	Taif								
2827	Tourism Attractions/ Sites	Taif								
2828	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
2829	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
2830	Tourism Attractions/ Sites	Abha								
2831	Tourism Attractions/ Sites	Madinah								
2832	Food & Beverage	Riyadh								
2833	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
2834	Tourism Attractions/ Sites	Tanomah								
2835	Food & Beverage	Tabuk								
2836	Tourism Attractions/ Sites	Yanbu								
2837	Tourism Attractions/ Sites	Al Baha								
2838	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2839	Tourism Attractions/ Sites	Tabuk								
2840	Tourism Attractions/ Sites	Tabuk								
2841	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
2842	Tourism Attractions/ Sites	Abha								
2843	Tourism Attractions/ Sites	Tanomah								
2844	Tourism Attractions/ Sites	Abha								
2845	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
2846	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
2847	Tourism Attractions/ Sites	Taif								
2848	Tourism Attractions/ Sites	Umluj								
2849	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
2850	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
2851	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2852	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
2853	Tourism Attractions/ Sites	Khobar								
2854	Tourism Attractions/ Sites	Taif								
2855	Tourism Attractions/ Sites	Madinah								
2856	Tourism Attractions/ Sites	Jizan								
2857	Tourism Attractions/ Sites	Madinah								
2858	Tourism Attractions/ Sites	Taif								
2859	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Retail	Riyadh				
2860	Tourism Attractions/ Sites	Abha								
2861	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
2862	Food & Beverage	Al Ahsa								
2863	Food & Beverage	Madinah								
2864	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2865	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
2866	Tourism Attractions/ Sites	Taif								
2867	Tourism Attractions/ Sites	Abha								
2868	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2869	Tourism Attractions/ Sites	Tabuk								
2870	Tourism Attractions/ Sites	Madinah								
2871	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
2872	Tourism Attractions/ Sites	Tanomah								
2873	Tourism Attractions/ Sites	Yanbu								
2874	Tourism Attractions/ Sites	Abha								
2875	Tourism Attractions/ Sites	Sakaka / AlJouf								
2876	Tourism Attractions/ Sites	Umluj								
2877	Tourism Attractions/ Sites	Tanomah								
2878	Tourism Attractions/ Sites	Madinah								
2879	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
2880	Tourism Attractions/ Sites	Taif								
2881	Tourism Attractions/ Sites	Madinah								
2882	Tourism Attractions/ Sites	Madinah								
2883	Accommodation	Makkah	Accommodation	Taif						
2884	Tourism Attractions/ Sites	Madinah								
2885	Tourism Attractions/ Sites	Yanbu								
2886	Tourism Attractions/ Sites	Tanomah								
2887	Food & Beverage	Madinah								
2888	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
2889	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2890	Tourism Attractions/ Sites	Taif								
2891	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
2892	Tourism Attractions/ Sites	Madinah								
2893	Accommodation	Jeddah								
2894	Tourism Attractions/ Sites	Madinah								
2895	Tourism Attractions/ Sites	Abha								
2896	Tourism Attractions/ Sites	Al Namas								
2897	Tourism Attractions/ Sites	Khobar								
2898	Food & Beverage	Khobar								
2899	Tourism Attractions/ Sites	Taif								
2900	Tourism Attractions/ Sites	Tabuk								
2901	Tourism Attractions/ Sites	Taif								
2902	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
2903	Tourism Attractions/ Sites	Al Ahsa								
2904	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
2905	Tourism Attractions/ Sites	Taif								
2906	Tourism Attractions/ Sites	Al Baha								
2907	Tourism Attractions/ Sites	Madinah								
2908	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
2909	Food & Beverage	Al Baha								
2910	Accommodation	Jeddah								
2911	Food & Beverage	Tabuk								
2912	Tourism Attractions/ Sites	Khobar								
2913	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
2914	Tourism Attractions/ Sites	Abha								
2915	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
2916	Tourism Attractions/ Sites	Jizan								
2917	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
2918	Tourism Attractions/ Sites	Madinah								
2919	Tourism Attractions/ Sites	Abha								
2920	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
2921	Tourism Attractions/ Sites	Madinah								
2922	Tourism Attractions/ Sites	Taif								
2923	Food & Beverage	Riyadh								
2924	Tourism Attractions/ Sites	Madinah								
2925	Tourism Attractions/ Sites	Al Namas								
2926	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
