	category_1	city_1	category_2	city_2	category_3	city_3	category_4	city_4	category_5	city_5
7956	Retail	Jeddah								
7957	Religious	Makkah								
7958	Retail	Dammam								
7959	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
7960	Accommodation	Riyadh								
7961	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh						
7962	Food & Beverage	Khobar								
7963	Accommodation	Jeddah								
7964	Retail	Jeddah								
7965	Religious	Jeddah								
7966	Food & Beverage	Jeddah								
7967	Religious	Makkah								
7968	Retail	Jeddah								
7969	Accommodation	Dammam								
7970	Food & Beverage	Tabuk								
7971	Accommodation	Khobar								
7972	Retail	Jeddah								
7973	Retail	Dammam								
7974	Retail	Jeddah								
7975	Retail	Dammam								
7976	Accommodation	Riyadh								
7977	Religious	Makkah								
7978	Retail	Riyadh								
7979	Accommodation	Taif								
7980	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
7981	Accommodation	Makkah	Tourism Attractions/ Sites	Makkah						
7982	Retail	Jeddah								
7983	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
7984	Retail	Riyadh								
7985	Religious	Makkah								
7986	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
7987	Food & Beverage	Jeddah								
7988	Retail	Jeddah								
7989	Food & Beverage	Taif								
7990	Food & Beverage	Khobar								
7991	Retail	Riyadh								
7992	Tourism Attractions/ Sites	Jeddah								
7993	Tourism Attractions/ Sites	Al Ahsa								
7994	Retail	Dammam								
7995	Retail	Dammam								
7996	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
7997	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
7998	Retail	Riyadh								
7999	Accommodation	Jeddah	Accommodation	Makkah						
8000	Religious	Makkah								
8001	Accommodation	Jeddah								
8002	Religious	Makkah								
8003	Retail	Riyadh								
8004	Religious	Jeddah								
8005	Accommodation	Makkah								
8006	Retail	Jeddah								
8007	Retail	Taif								
8008	Food & Beverage	Jeddah								
8009	Religious	Makkah								
8010	Food & Beverage	Makkah								
8011	Religious	Makkah								
8012	Retail	Jeddah								
8013	Tourism Attractions/ Sites	Jeddah								
8014	Accommodation	Makkah								
8015	Food & Beverage	Khobar								
8016	Accommodation	Makkah								
8017	Religious	Madinah								
8018	Tourism Attractions/ Sites	Madinah	Religious	Madinah						
8019	Food & Beverage	Taif								
8020	Retail	Jeddah								
8021	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh						
8022	Accommodation	Yanbu								
8023	Religious	Makkah								
8024	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
8025	Retail	Riyadh								
8026	Religious	Makkah								
8027	Accommodation	Khobar								
8028	Retail	Riyadh								
8029	Tourism Attractions/ Sites	Riyadh								
8030	Food & Beverage	Riyadh								
8031	Food & Beverage	Jeddah								
8032	Religious	Makkah								
8033	Retail	Al Baha								
8034	Accommodation	Dammam								
8035	Religious	Makkah								
8036	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
8037	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh						
8038	Accommodation	Riyadh								
8039	Food & Beverage	Dammam								
8040	Tourism Attractions/ Sites	Riyadh								
8041	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
8042	Food & Beverage	Jeddah								
8043	Accommodation	Khobar	Accommodation	Dammam						
8044	Retail	Jeddah								
8045	Religious	Makkah								
8046	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
8047	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
8048	Food & Beverage	Jeddah								
8049	Retail	Jeddah								
8050	Religious	Makkah								
8051	Accommodation	Riyadh								
8052	Religious	Jeddah								
8053	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Food & Beverage	Riyadh	Retail	Riyadh		
8054	Accommodation	Jeddah								
8055	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
8056	Accommodation	Makkah								
8057	Food & Beverage	Taif								
8058	Food & Beverage	Taif								
8059	Retail	Dammam								
8060	Tourism Attractions/ Sites	Taif								
8061	Tourism Attractions/ Sites	Makkah								
8062	Accommodation	Makkah								
8063	Religious	Makkah								
8064	Religious	Makkah								
8065	Accommodation	Makkah								
8066	Religious	Makkah								
8067	Retail	Riyadh								
8068	Accommodation	Madinah								
8069	Religious	Makkah								
8070	Religious	Makkah								
8071	Retail	Dammam								
8072	Accommodation	Makkah								
8073	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
8074	Religious	Makkah								
8075	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Retail	Riyadh				
8076	Retail	Jeddah								
8077	Food & Beverage	Yanbu	Retail	Yanbu						
8078	Retail	Jeddah								
8079	Food & Beverage	Jeddah								
8080	Accommodation	Dammam								
8081	Tourism Attractions/ Sites	Makkah								
8082	Retail	Riyadh								
8083	Accommodation	Riyadh								
8084	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
8085	Religious	Madinah								
8086	Retail	Riyadh								
8087	Retail	Riyadh								
8088	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh						
8089	Food & Beverage	Riyadh								
8090	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
8091	Retail	Jeddah								
8092	Retail	Jeddah								
8093	Retail	Jeddah								
8094	Religious	Makkah								
8095	Tourism Attractions/ Sites	Al Ahsa								
8096	Religious	Makkah								
8097	Retail	Jeddah								
8098	Accommodation	KAEC								
8099	Religious	Makkah								
8100	Retail	Riyadh								
8101	Retail	Riyadh								
8102	Retail	Yanbu								
8103	Religious	Makkah								
8104	Retail	Al Baha								
8105	Retail	Jeddah								
8106	Accommodation	Riyadh								
8107	Religious	Makkah								
8108	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
8109	Retail	Dammam								
8110	Retail	Abha								
8111	Religious	Riyadh								
8112	Religious	Makkah								
8113	Retail	Dammam								
8114	Religious	Makkah								
8115	Religious	Makkah								
8116	Food & Beverage	Riyadh								
8117	Food & Beverage	Dammam								
8118	Retail	Jeddah								
8119	Accommodation	Madinah								
8120	Religious	Makkah								
8121	Retail	Riyadh								
8122	Tourism Attractions/ Sites	Taif								
8123	Retail	Jeddah								
8124	Retail	Riyadh								
8125	Accommodation	Taif								
8126	Food & Beverage	Riyadh								
8127	Retail	Riyadh								
8128	Food & Beverage	Riyadh								
8129	Accommodation	Jeddah								
8130	Retail	Jeddah								
8131	Food & Beverage	Khobar								
8132	Religious	Madinah								
8133	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Retail	Riyadh				
8134	Retail	Riyadh								
8135	Retail	Dammam								
8136	Food & Beverage	Riyadh								
8137	Retail	Riyadh								
8138	Food & Beverage	Taif								
8139	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
8140	Retail	Jeddah								
8141	Retail	Jeddah								
8142	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
8143	Accommodation	Khobar								
8144	Accommodation	Yanbu								
8145	Retail	Jeddah								
8146	Religious	Makkah								
8147	Tourism Attractions/ Sites	Al Ahsa								
8148	Tourism Attractions/ Sites	Makkah								
8149	Accommodation	Riyadh	Food & Beverage	Riyadh						
8150	Accommodation	Makkah	Tourism Attractions/ Sites	Makkah						
8151	Retail	Abha								
8152	Retail	Yanbu								
8153	Tourism Attractions/ Sites	Taif								
8154	Religious	Makkah								
8155	Food & Beverage	Dammam								
8156	Accommodation	Riyadh								
8157	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
8158	Accommodation	Riyadh	Food & Beverage	Riyadh						
8159	Tourism Attractions/ Sites	Jeddah								
8160	Retail	Taif								
8161	Retail	Jeddah								
8162	Food & Beverage	Jeddah								
8163	Tourism Attractions/ Sites	Jeddah								
8164	Retail	Tabuk	Tourism Attractions/ Sites	Tabuk						
8165	Religious	Makkah								
8166	Religious	Makkah								
8167	Accommodation	Dammam								
8168	Retail	Yanbu								
8169	Retail	Riyadh								
8170	Religious	Makkah								
8171	Food & Beverage	Dammam								
8172	Religious	Makkah								
8173	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
8174	Religious	Makkah								
8175	Religious	Makkah								
8176	Retail	Riyadh								
8177	Food & Beverage	Khobar								
8178	Religious	Madinah								
8179	Retail	Jeddah								
8180	Accommodation	Makkah								
8181	Religious	Makkah								
8182	Accommodation	Makkah								
8183	Food & Beverage	Jeddah								
8184	Food & Beverage	Taif								
8185	Tourism Attractions/ Sites	Taif								
8186	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
8187	Retail	Riyadh								
8188	Retail	Jeddah								
8189	Religious	Makkah								
8190	Accommodation	Makkah								
8191	Retail	Riyadh								
8192	Accommodation	Riyadh								
8193	Accommodation	Jizan								
8194	Accommodation	Dammam								
8195	Accommodation	Jeddah								
8196	Accommodation	Abha								
8197	Accommodation	Jeddah								
8198	Accommodation	Makkah	Tourism Attractions/ Sites	Makkah						
8199	Accommodation	Makkah	Tourism Attractions/ Sites	Makkah						
8200	Accommodation	Madinah								
8201	Accommodation	Makkah	Tourism Attractions/ Sites	Makkah						
8202	Accommodation	Makkah	Tourism Attractions/ Sites	Makkah						
8203	Accommodation	Makkah	Tourism Attractions/ Sites	Makkah						
8204	Accommodation	Makkah	Tourism Attractions/ Sites	Makkah						
8205	Accommodation	Makkah	Tourism Attractions/ Sites	Makkah						
8206	Accommodation	Madinah								
8207	Retail	Jeddah								
8208	Accommodation	Jeddah								
8209	Accommodation	Abha	Food & Beverage	Khobar	Accommodation	Yanbu				
8210	Accommodation	Riyadh	Food & Beverage	Riyadh						
8211	Tourism Attractions/ Sites	Riyadh	Retail	Riyadh						
8212	Accommodation	Makkah								
8213	Accommodation	Jeddah								
8214	Accommodation	Makkah								
8215	Food & Beverage	Riyadh								
8216	Accommodation	Jeddah								
8217	Accommodation	Riyadh	Food & Beverage	Riyadh						
8218	Accommodation	Makkah								
8219	Accommodation	Makkah								
8220	Accommodation	Makkah								
8221	Food & Beverage	Riyadh								
8222	Accommodation	Jeddah								
8223	Accommodation	Jeddah	Tourism Attractions/ Sites	Jeddah						
8224	Accommodation	Jeddah	Tourism Attractions/ Sites	Jeddah						
8225	Food & Beverage	Riyadh								
8226	Food & Beverage	Riyadh								
8227	Accommodation	Makkah								
8228	Accommodation	Jeddah								
8229	Food & Beverage	Riyadh								
8230	Food & Beverage	Riyadh								
8231	Accommodation	Abha								
8232	Accommodation	Madinah	Accommodation	Makkah						
8233	Accommodation	Madinah	Accommodation	Makkah						
8234	Accommodation	Madinah	Accommodation	Makkah						
8235	Accommodation	Jeddah								
8236	Accommodation	Yanbu								
8237	Accommodation	Dammam								
8238	Food & Beverage	Riyadh								
8239	Accommodation	Yanbu								
8240	Accommodation	Madinah								
8241	Accommodation	Madinah								
8242	Accommodation	Madinah								
8243	Accommodation	Madinah								
8244	Accommodation	Madinah								
8245	Food & Beverage	Riyadh								
8246	Accommodation	Madinah								
8247	Accommodation	Madinah								
8248	Accommodation	Khobar	Tourism Attractions/ Sites	Khobar						
8249	Accommodation	Riyadh	Food & Beverage	Riyadh						
8250	Accommodation	Makkah								
8251	Accommodation	Madinah								
8252	Accommodation	Makkah								
8253	Accommodation	Makkah								
8254	Accommodation	Dammam								
8255	Religious	Riyadh								
8256	Food & Beverage	Riyadh	Tourism Attractions/ Sites	Riyadh						
8257	Accommodation	Makkah								
8258	Food & Beverage	Riyadh								
8259	Accommodation	Jeddah								
8260	Accommodation	Riyadh	Food & Beverage	Riyadh						
8261	Accommodation	Jeddah	Retail	Jeddah						
8262	Food & Beverage	Riyadh								
8263	Accommodation	Makkah								
8264	Food & Beverage	Riyadh								
8265	Accommodation	Dammam								
8266	Accommodation	Jeddah	Tourism Attractions/ Sites	Jeddah						
8267	Religious	Makkah	Accommodation	Makkah						
8268	Retail	Jeddah								
8269	Retail	Jeddah								
8270	Retail	Jeddah								
8271	Accommodation	Jeddah	Food & Beverage	Riyadh						
8272	Accommodation	Jeddah	Food & Beverage	Riyadh						
8273	Accommodation	Jeddah	Food & Beverage	Jeddah						
8274	Accommodation	Khobar	Tourism Attractions/ Sites	Khobar						
8275	Accommodation	Makkah								
8276	Accommodation	Jeddah	Food & Beverage	Riyadh						
8277	Accommodation	Jeddah	Food & Beverage	Riyadh						
8278	Accommodation	Madinah								
8279	Food & Beverage	Riyadh								
8280	Accommodation	Riyadh	Food & Beverage	Riyadh						
8281	Retail	Riyadh								
8282	Accommodation	Makkah								
8283	Retail	Riyadh								
8284	Food & Beverage	Riyadh								
8285	Food & Beverage	Riyadh								
8286	Accommodation	Makkah								
8287	Accommodation	Makkah								
8288	Retail	Jeddah								
8289	Accommodation	Madinah								
8290	Accommodation	Makkah								
8291	Accommodation	Makkah								
8292	Accommodation	Madinah								
8293	Accommodation	Madinah								
8294	Accommodation	Makkah								
8295	Accommodation	Makkah								
8296	Accommodation	Makkah								
8297	Accommodation	Jeddah								
8298	Accommodation	Jeddah								
8299	Accommodation	Jeddah								
8300	Accommodation	Riyadh	Food & Beverage	Riyadh						
8301	Accommodation	Makkah								
8302	Accommodation	Abha								
8303	Food & Beverage	Riyadh								
8304	Accommodation	Madinah								
8305	Accommodation	Khobar								
8306	Accommodation	Khobar								
8307	Retail	Jeddah								
8308	Accommodation	Khobar								
8309	Accommodation	Abha	Tourism Attractions/ Sites	Abha						
8310	Retail	Jeddah								
8311	Retail	Jeddah								
8312	Retail	Jeddah								
8313	Accommodation	Makkah								
8314	Food & Beverage	Riyadh								
8315	Accommodation	Khobar								
8316	Retail	Yanbu								
8317	Accommodation	Riyadh	Food & Beverage	Riyadh						
8318	Accommodation	Makkah								
8319	Accommodation	Jeddah								
8320	Accommodation	Khobar	Accommodation	Dammam						
8321	Accommodation	Makkah								
8322	Accommodation	Makkah	Tourism Attractions/ Sites	Makkah						
8323	Accommodation	Abha								
8324	Accommodation	Taif								
8325	Accommodation	Makkah								
8326	Food & Beverage	Riyadh								
8327	Accommodation	Jeddah								
8328	Retail	Jeddah								
8329	Retail	Jeddah								
8330	Accommodation	Abha	Food & Beverage	Riyadh						
8331	Food & Beverage	Riyadh								
8332	Accommodation	Dammam								
8333	Accommodation	Al Baha								
8334	Accommodation	Dammam								
8335	Accommodation	Jeddah								
8336	Retail	Jeddah								
8337	Accommodation	Makkah								
8338	Accommodation	Makkah								
8339	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
8340	Accommodation	Madinah								
8341	Accommodation	Hail								
8342	Food & Beverage	Riyadh								
8343	Accommodation	Jeddah								
8344	Accommodation	Makkah								
8345	Accommodation	Dammam								
8346	Accommodation	Jizan								
8347	Accommodation	Jeddah								
8348	Food & Beverage	Taif								
8349	Food & Beverage	Riyadh								
8350	Accommodation	Jeddah								
8351	Accommodation	Jizan								
8352	Food & Beverage	Riyadh								
8353	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
8354	Food & Beverage	Riyadh								
8355	Accommodation	Abha								
8356	Food & Beverage	Riyadh								
8357	Accommodation	Jizan	Food & Beverage	Riyadh	Accommodation	Makkah				
8358	Food & Beverage	Riyadh	Tourism Attractions/ Sites	Riyadh						
8359	Accommodation	Yanbu								
8360	Accommodation	Jeddah								
8361	Accommodation	Makkah								
8362	Food & Beverage	Riyadh								
8363	Food & Beverage	Riyadh								
8364	Accommodation	Riyadh								
8365	Food & Beverage	Riyadh								
8366	Accommodation	Riyadh								
8367	Accommodation	Riyadh								
8368	Accommodation	Makkah								
8369	Retail	Jeddah								
8370	Accommodation	Dammam	Tourism Attractions/ Sites	Dammam						
8371	Accommodation	Makkah								
8372	Accommodation	Abha								
8373	Retail	Riyadh								
8374	Accommodation	Riyadh	Food & Beverage	Riyadh						
8375	Religious	Jeddah								
8376	Food & Beverage	Riyadh								
8377	Accommodation	Riyadh								
8378	Accommodation	Riyadh	Food & Beverage	Riyadh						
8379	Accommodation	Madinah								
8380	Retail	Jeddah								
8381	Retail	Jeddah								
8382	Food & Beverage	Riyadh								
8383	Accommodation	Sakaka / AlJouf	Food & Beverage	Riyadh						
8384	Religious	Makkah								
8385	Accommodation	Jeddah								
8386	Accommodation	Makkah	Tourism Attractions/ Sites	Makkah						
8387	Accommodation	Madinah								
8388	Accommodation	Makkah								
8389	Religious	Makkah								
8390	Accommodation	Makkah								
8391	Retail	Riyadh								
8392	Accommodation	Makkah								
8393	Food & Beverage	Jeddah								
8394	Food & Beverage	Riyadh								
8395	Accommodation	Madinah								
8396	Accommodation	Khobar	Accommodation	Dammam						
8397	Accommodation	Abha	Food & Beverage	Riyadh						
8398	Food & Beverage	Riyadh								
8399	Accommodation	Madinah								
8400	Accommodation	Jeddah								
8401	Accommodation	Makkah								
8402	Retail	Jeddah								
8403	Accommodation	Riyadh	Food & Beverage	Riyadh						
8404	Religious	Makkah								
8405	Religious	Makkah								
8406	Accommodation	Jeddah								
8407	Religious	Makkah								
8408	Food & Beverage	Taif								
8409	Accommodation	Riyadh	Food & Beverage	Riyadh						
8410	Accommodation	Riyadh	Food & Beverage	Riyadh						
8411	Accommodation	Abha								
8412	Accommodation	Makkah								
8413	Accommodation	Jeddah								
8414	Accommodation	Dammam								
8415	Accommodation	KAEC								
8416	Religious	Madinah								
8417	Accommodation	Riyadh								
8418	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
8419	Accommodation	Khobar								
8420	Accommodation	Makkah	Tourism Attractions/ Sites	Makkah						
8421	Retail	Riyadh								
8422	Retail	Riyadh								
8423	Accommodation	Tabuk								
8424	Religious	Madinah								
8425	Accommodation	Riyadh								
8426	Accommodation	Makkah								
8427	Retail	Jeddah								
8428	Accommodation	Riyadh	Food & Beverage	Riyadh						
8429	Religious	Makkah								
8430	Religious	Makkah								
8431	Religious	Makkah								
8432	Retail	Taif								
8433	Accommodation	Jeddah								
8434	Accommodation	Riyadh								
8435	Accommodation	Makkah								
8436	Accommodation	Dammam								
8437	Accommodation	Riyadh								
8438	Accommodation	Makkah								
8439	Accommodation	Taif								
8440	Accommodation	Jeddah								
8441	Retail	Riyadh								
8442	Retail	Dammam								
8443	Accommodation	Jeddah	Accommodation	Dammam						
8444	Retail	Dammam								
8445	Accommodation	Jeddah								
8446	Accommodation	Riyadh								
8447	Accommodation	Yanbu								
8448	Religious	Makkah								
8449	Accommodation	Makkah								
8450	Food & Beverage	Jeddah								
8451	Food & Beverage	Khobar								
8452	Accommodation	Makkah								
8453	Accommodation	Riyadh								
8454	Accommodation	Riyadh	Food & Beverage	Riyadh						
8455	Accommodation	Khobar								
8456	Accommodation	Makkah								
8457	Accommodation	Khobar								
8458	Accommodation	Makkah								
8459	Accommodation	Khobar	Tourism Attractions/ Sites	Khobar						
8460	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
8461	Retail	Jeddah								
8462	Food & Beverage	Jeddah								
8463	Food & Beverage	Riyadh								
8464	Accommodation	Riyadh	Food & Beverage	Riyadh						
8465	Accommodation	Riyadh	Food & Beverage	Riyadh						
8466	Food & Beverage	Jeddah								
8467	Food & Beverage	Taif								
8468	Accommodation	Riyadh	Food & Beverage	Riyadh						
8469	Retail	Jeddah								
8470	Accommodation	Jeddah								
8471	Accommodation	Jeddah								
8472	Religious	Makkah								
8473	Religious	Makkah								
8474	Religious	Makkah								
8475	Religious	Makkah								
8476	Religious	Makkah								
8477	Religious	Makkah								
8478	Accommodation	Jeddah								
8479	Accommodation	Dammam								
8480	Religious	Makkah								
8481	Accommodation	Jeddah								
8482	Retail	Dammam								
8483	Religious	Makkah								
8484	Accommodation	Makkah								
8485	Food & Beverage	Jeddah								
8486	Food & Beverage	Riyadh								
8487	Food & Beverage	Jeddah								
8488	Food & Beverage	Jeddah								
8489	Accommodation	Riyadh	Food & Beverage	Riyadh						
8490	Accommodation	Madinah								
8491	Accommodation	Makkah								
8492	Accommodation	Abha								
8493	Accommodation	Jeddah								
8494	Accommodation	Abha								
8495	Accommodation	Riyadh	Food & Beverage	Riyadh						
8496	Food & Beverage	Riyadh								
8497	Accommodation	Abha								
8498	Retail	Sakaka / AlJouf								
8499	Accommodation	Makkah								
8500	Accommodation	Jeddah								
8501	Accommodation	Jizan	Food & Beverage	Riyadh	Accommodation	Makkah				
8502	Accommodation	Taif								
8503	Retail	Jeddah								
8504	Accommodation	Al Ahsa								
8505	Accommodation	Riyadh	Food & Beverage	Riyadh						
8506	Food & Beverage	Riyadh								
8507	Retail	Jeddah								
8508	Religious	Makkah								
8509	Accommodation	Makkah								
8510	Accommodation	Riyadh	Food & Beverage	Riyadh						
8511	Food & Beverage	Taif								
8512	Accommodation	Jizan								
8513	Accommodation	Madinah								
8514	Accommodation	Madinah								
8515	Accommodation	Madinah								
8516	Accommodation	Yanbu								
8517	Accommodation	Riyadh	Food & Beverage	Riyadh						
8518	Retail	Jeddah								
8519	Accommodation	Khobar								
8520	Accommodation	Al Ahsa								
8521	Retail	Riyadh								
8522	Accommodation	Makkah								
8523	Accommodation	Abha								
8524	Accommodation	Abha								
8525	Food & Beverage	Khobar								
8526	Food & Beverage	Riyadh								
8527	Accommodation	Jeddah								
8528	Accommodation	Madinah								
8529	Accommodation	Makkah								
8530	Accommodation	Madinah								
8531	Retail	Dammam								
8532	Retail	Riyadh								
8533	Food & Beverage	Jeddah								
8534	Accommodation	Jeddah	Tourism Attractions/ Sites	Jeddah						
8535	Religious	Makkah								
8536	Religious	Makkah								
8537	Accommodation	Khobar								
8538	Religious	Makkah								
8539	Religious	Makkah								
8540	Religious	Makkah								
8541	Accommodation	Jeddah								
8542	Retail	Al Baha								
8543	Food & Beverage	Riyadh								
8544	Retail	Riyadh								
8545	Accommodation	Madinah								
8546	Accommodation	Makkah								
8547	Food & Beverage	Jeddah								
8548	Accommodation	Yanbu								
8549	Food & Beverage	Jeddah								
8550	Accommodation	Jeddah								
8551	Accommodation	Makkah								
8552	Food & Beverage	Jeddah								
8553	Food & Beverage	Jeddah								
8554	Accommodation	Jeddah								
8555	Food & Beverage	Jeddah								
8556	Food & Beverage	Jeddah								
8557	Food & Beverage	Riyadh								
8558	Retail	Jeddah								
8559	Accommodation	Jeddah								
8560	Accommodation	Dammam								
8561	Food & Beverage	Jeddah								
8562	Food & Beverage	Jeddah								
8563	Food & Beverage	Jeddah								
8564	Food & Beverage	Jeddah								
8565	Accommodation	Makkah								
8566	Religious	Makkah								
8567	Religious	Makkah								
8568	Food & Beverage	Jeddah								
8569	Religious	Makkah								
8570	Food & Beverage	Jeddah								
8571	Accommodation	Jeddah								
8572	Accommodation	Taif								
8573	Food & Beverage	Jeddah								
8574	Food & Beverage	Jeddah								
8575	Food & Beverage	Jeddah								
8576	Food & Beverage	Jeddah								
8577	Accommodation	Abha								
8578	Food & Beverage	Jeddah								
8579	Accommodation	Madinah								
8580	Food & Beverage	Jeddah								
8581	Accommodation	Makkah								
8582	Tourism Attractions/ Sites	KAEC	Accommodation	Jeddah	Accommodation	KAEC				
8583	Tourism Attractions/ Sites	KAEC	Accommodation	Jeddah	Accommodation	KAEC				
8584	Tourism Attractions/ Sites	KAEC	Accommodation	Jeddah	Accommodation	KAEC				
8585	Tourism Attractions/ Sites	KAEC	Accommodation	Jeddah	Accommodation	KAEC				
8586	Accommodation	Yanbu								
8587	Accommodation	Makkah								
8588	Food & Beverage	Jeddah								
8589	Food & Beverage	Jeddah								
8590	Food & Beverage	Riyadh								
8591	Accommodation	Makkah								
8592	Accommodation	Jeddah								
8593	Retail	Riyadh								
8594	Retail	Dammam								
8595	Food & Beverage	Jeddah								
8596	Food & Beverage	Jeddah								
8597	Accommodation	Abha								
8598	Tourism Attractions/ Sites	Makkah								
8599	Food & Beverage	Jeddah								
8600	Food & Beverage	Jeddah								
8601	Food & Beverage	Jeddah								
8602	Food & Beverage	Jeddah								
8603	Religious	Makkah								
8604	Accommodation	Khobar								
8605	Accommodation	Makkah								
8606	Food & Beverage	Jeddah								
8607	Accommodation	Makkah								
8608	Food & Beverage	Jeddah								
8609	Food & Beverage	Jeddah								
8610	Accommodation	Khobar								
8611	Food & Beverage	Jeddah								
8612	Accommodation	Yanbu								
8613	Food & Beverage	Jeddah								
8614	Food & Beverage	Jeddah								
8615	Accommodation	Makkah								
8616	Food & Beverage	Jeddah								
8617	Accommodation	Madinah								
8618	Retail	Riyadh								
8619	Food & Beverage	Jeddah								
8620	Food & Beverage	Jeddah								
8621	Food & Beverage	Jeddah								
8622	Accommodation	Jeddah								
8623	Food & Beverage	Jeddah								
8624	Food & Beverage	Jeddah								
8625	Food & Beverage	Riyadh								
8626	Food & Beverage	Jeddah								
8627	Accommodation	Makkah								
8628	Retail	Dammam								
8629	Food & Beverage	Jeddah								
8630	Accommodation	Makkah								
8631	Accommodation	Makkah								
8632	Food & Beverage	Jeddah								
8633	Food & Beverage	Jeddah								
8634	Accommodation	Jeddah								
8635	Food & Beverage	Jeddah								
8636	Religious	Makkah								
8637	Food & Beverage	Jeddah								
8638	Food & Beverage	Jeddah								
8639	Food & Beverage	Jeddah								
8640	Food & Beverage	Jeddah								
8641	Accommodation	Jeddah								
8642	Accommodation	Riyadh	Food & Beverage	Riyadh						
8643	Food & Beverage	Jeddah								
8644	Food & Beverage	Jeddah								
8645	Food & Beverage	Jeddah								
8646	Food & Beverage	Jeddah								
8647	Accommodation	Makkah								
8648	Food & Beverage	Jeddah								
8649	Accommodation	Makkah								
8650	Food & Beverage	Jeddah								
8651	Food & Beverage	Jeddah								
8652	Accommodation	Khobar								
8653	Food & Beverage	Jeddah								
8654	Accommodation	Dammam								
8655	Accommodation	Madinah								
8656	Food & Beverage	Jeddah								
8657	Food & Beverage	Jeddah								
8658	Accommodation	Makkah								
8659	Food & Beverage	Jeddah								
8660	Food & Beverage	Jeddah								
8661	Food & Beverage	Jeddah								
8662	Accommodation	Madinah								
8663	Accommodation	Jizan								
8664	Religious	Makkah								
8665	Food & Beverage	Jeddah								
8666	Accommodation	Riyadh	Retail	Riyadh						
8667	Food & Beverage	Jeddah								
8668	Accommodation	Al Ahsa								
8669	Food & Beverage	Jeddah								
8670	Accommodation	Jeddah								
8671	Accommodation	Makkah								
8672	Retail	Dammam								
8673	Accommodation	Riyadh	Food & Beverage	Riyadh						
8674	Food & Beverage	Jeddah								
8675	Accommodation	Riyadh	Food & Beverage	Riyadh						
8676	Food & Beverage	Jeddah								
8677	Food & Beverage	Jeddah								
8678	Food & Beverage	Jeddah								
8679	Accommodation	Jeddah								
8680	Retail	Yanbu								
8681	Food & Beverage	Jeddah								
8682	Accommodation	Jizan	Food & Beverage	Riyadh	Accommodation	Makkah				
8683	Food & Beverage	Jeddah								
8684	Food & Beverage	Riyadh								
8685	Accommodation	Makkah								
8686	Accommodation	Taif								
8687	Food & Beverage	Jeddah								
8688	Food & Beverage	Jeddah								
8689	Food & Beverage	Jeddah								
8690	Accommodation	Makkah								
8691	Food & Beverage	Jeddah								
8692	Food & Beverage	Jeddah								
8693	Food & Beverage	Jeddah								
8694	Food & Beverage	Jeddah								
8695	Food & Beverage	Jeddah								
8696	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
8697	Food & Beverage	Jeddah								
8698	Food & Beverage	Riyadh								
8699	Food & Beverage	Jeddah								
8700	Food & Beverage	Jeddah								
8701	Accommodation	Madinah								
8702	Accommodation	Jeddah								
8703	Accommodation	Jeddah								
8704	Food & Beverage	Jeddah								
8705	Food & Beverage	Jeddah								
